01,109571,585184,5265,45838,6240,184341
02,112229,618826,5031,43956,6673,208757
03,105078,865000,5035,42573,7693,226617
04,110195,687502,4676,43433,7809,236492
05,101644,705217,4136,41453,7390,248166
06,95830,718343,3653,36129,6903,231535
07,99130,775671,3324,26693,6324,159994
08,91069,836306,3183,19801,6124,102303
09,86711,795477,2792,14717,5047,84977
10,81359,736135,2350,10491,5830,61343
